1	1	1	3	3	7	5	9	9	10	10	10	11	12	12
1	0	3	5	6	12	9	11	10	10	10	10	9	10	12
0	1	3	5	5	5	5	9	9	10	10	10	11	12	14
1	1	1	1	0	3	5	3	5	9	7	16	16	16	16
0	1	1	5	3	7	8	5	9	16	6	16	6	13	13
0	1	3	1	5	5	9	8	9	10	10	9	12	12	13
0	3	3	3	3	9	7	5	10	10	10	10	10	11	12
3	3	3	3	3	5	7	7	14	10	10	9	11	12	14
1	1	5	5	7	9	8	10	10	10	10	10	11	14	14
0	1	1	1	1	3	5	5	7	6	8	16	16	16	16
0	5	5	9	9	9	10	10	10	11	12	12	14	14	14
1	1	3	4	3	9	9	9	9	9	10	10	10	10	14
1	1	1	5	7	9	6	9	10	10	6	12	13	14	14
0	1	1	1	1	3	6	9	16	6	6	16	16	16	16
0	2	3	3	3	5	6	9	9	9	10	10	10	10	10
0	1	1	6	6	8	9	9	7	10	10	9	10	11	12
0	2	1	3	3	11	11	8	9	10	10	10	11	6	16
0	1	1	3	6	5	6	11	10	10	11	11	12	14	14
0	1	0	3	4	4	5	5	9	10	16	16	6	16	16
1	3	3	3	5	8	8	9	9	9	10	10	10	11	12
2	0	3	3	3	5	10	9	9	10	10	10	11	12	14
0	4	1	3	3	5	5	10	8	11	10	10	10	16	16
1	1	3	4	5	6	10	9	10	10	10	10	10	10	12
0	3	1	3	3	8	8	10	9	10	10	10	10	10	10
0	1	1	1	3	3	5	6	9	9	9	10	10	10	10
1	1	2	5	5	5	9	9	9	9	10	10	10	11	10
0	1	1	5	6	5	9	9	10	10	10	10	16	16	16
1	1	1	5	5	9	9	8	8	9	9	13	11	12	12
1	2	2	5	5	9	9	5	9	9	10	9	10	10	10
1	1	3	3	5	11	8	9	9	10	10	9	9	16	16
0	2	3	3	5	5	6	10	8	10	10	12	12	12	14
2	5	3	5	5	9	9	10	9	10	10	10	12	13	13
1	3	3	5	5	3	9	11	9	10	10	10	10	14	11
1	1	3	3	5	7	9	8	9	10	10	9	14	12	13
0	0	5	4	5	5	9	9	10	10	10	11	11	12	12
0	1	3	5	5	9	9	6	9	10	11	11	12	12	13
0	1	3	5	5	5	7	9	9	12	6	11	12	16	16
0	1	1	6	6	7	7	9	16	16	16	16	16	16	16
0	1	1	3	6	6	6	14	9	10	9	14	10	11	9
0	0	3	3	5	11	5	9	9	9	10	10	9	14	9
0	2	3	3	5	5	9	9	10	10	10	9	11	14	13
0	1	3	5	4	14	7	9	6	10	10	10	10	10	10
0	1	3	1	5	9	9	9	9	10	10	10	10	10	11
0	3	3	3	5	5	9	9	9	6	12	12	12	12	13
0	1	1	3	4	3	5	6	5	16	16	16	13	16	6
0	1	1	11	3	9	9	7	9	10	10	10	10	10	10
0	1	3	3	5	5	9	9	9	10	10	10	10	10	10
2	1	2	2	3	6	5	9	6	9	10	10	10	12	12
0	1	1	1	3	3	5	6	9	7	16	16	16	16	6
0	1	1	3	5	9	7	9	9	9	10	14	16	16	16
1	1	1	3	3	5	9	9	14	10	9	10	11	14	13
0	1	3	5	5	5	10	9	9	9	12	10	10	14	14
0	1	1	1	5	5	6	9	9	9	10	10	10	12	10
0	1	1	3	1	10	9	9	9	9	10	9	10	11	13
0	1	1	2	3	3	9	9	10	9	10	10	10	11	12
1	3	1	3	3	5	6	6	6	9	9	9	12	10	10
0	2	5	4	7	5	10	10	10	10	10	10	12	13	13
2	1	3	1	3	6	6	5	9	10	9	9	11	11	12
2	1	1	2	4	5	5	9	11	6	12	10	10	12	14
0	1	1	3	3	5	7	9	9	10	10	11	12	14	14
0	1	1	3	3	7	9	8	9	9	10	10	10	11	12
0	3	3	6	7	5	9	9	10	10	8	10	10	10	10
2	0	1	1	3	3	5	9	9	9	9	10	10	10	12
0	1	1	1	4	3	7	5	9	10	9	9	16	16	16
1	1	1	3	6	5	5	5	10	9	9	9	10	10	12
0	0	3	5	5	9	8	10	10	10	10	10	9	12	12
2	3	1	3	11	11	5	5	5	9	9	9	9	11	12
0	3	3	5	5	6	5	10	10	10	10	10	12	12	14
3	1	3	3	3	9	9	6	10	9	10	10	10	11	11
