1	1	3	3	3	5	9	7	10	10	10	10	10	10	11
1	3	3	7	9	9	10	10	10	10	11	12	16	16	16
0	1	1	1	1	1	1	2	3	8	8	5	7	9	10
1	0	1	1	1	1	11	3	11	11	11	11	16	16	16
0	1	1	1	3	4	5	8	9	9	10	10	10	11	11
1	3	3	3	5	5	5	9	7	10	10	10	10	12	12
1	1	1	1	11	6	8	9	9	10	10	10	11	12	12
0	1	1	1	3	3	3	6	9	6	9	10	10	9	8
0	0	1	1	3	3	4	3	11	8	8	10	10	16	16
0	0	1	3	5	5	14	9	9	10	10	6	11	13	12
0	1	1	1	3	3	5	5	9	9	9	10	10	10	9
0	0	1	3	3	7	5	5	9	9	10	10	11	12	13
3	1	1	3	3	5	5	9	9	9	10	14	10	11	12
1	1	2	1	1	3	5	5	9	10	10	10	10	10	10
0	0	1	1	3	5	6	7	7	9	9	9	10	6	9
0	3	3	4	9	9	6	10	10	10	10	11	12	12	13
1	14	1	5	4	14	10	14	10	10	9	10	10	10	14
1	3	13	14	14	9	9	10	10	10	10	10	12	12	14
0	1	1	1	3	5	9	10	10	10	10	10	10	11	12
0	1	1	1	3	3	5	5	8	8	10	10	10	7	11
0	1	3	5	5	9	9	9	10	10	10	10	10	10	10
0	6	1	6	6	6	16	16	16	16	16	16	16	16	16
0	3	0	1	1	3	3	5	5	9	10	9	10	10	10
0	1	3	2	5	5	9	8	8	9	10	10	12	12	12
1	1	1	5	3	9	6	6	10	9	9	16	16	16	16
2	2	1	1	3	3	5	5	9	9	9	9	9	10	12
0	1	1	3	3	5	6	9	9	9	10	12	12	16	16
1	1	1	3	6	3	3	5	6	9	10	9	9	13	9
0	1	1	1	2	11	4	4	9	10	9	10	10	10	11
0	3	3	6	6	9	9	10	10	10	9	9	10	12	10
0	2	1	1	2	5	5	6	7	8	10	10	10	11	10
0	3	3	3	3	9	8	10	9	9	10	10	10	10	12
1	1	1	1	3	5	6	5	9	9	9	9	10	9	11
1	3	3	5	5	7	7	9	10	9	10	11	12	12	14
1	1	1	1	3	3	5	5	14	16	10	10	10	11	12
0	1	1	3	3	5	5	9	9	10	10	10	10	10	12
2	3	3	3	3	3	14	3	5	14	14	6	10	7	12
1	2	6	5	11	6	9	9	10	10	10	10	8	12	10
1	1	3	5	5	7	9	9	9	10	9	10	11	12	13
0	1	1	3	3	3	5	5	5	8	9	9	10	11	11
0	1	1	1	1	1	0	3	5	10	14	14	14	14	16
0	5	5	7	9	9	13	6	6	6	6	16	6	16	6
0	3	3	5	5	6	6	8	6	8	10	10	11	12	13
0	1	1	3	5	5	5	10	10	9	10	10	10	10	10
0	0	3	3	2	11	11	0	9	10	10	14	10	14	14
0	3	3	4	11	7	5	6	8	10	9	9	10	12	10
0	3	5	12	5	6	12	14	16	16	16	16	16	16	16
0	1	1	1	1	2	3	5	5	3	8	10	9	10	10
0	1	1	1	1	3	4	5	4	14	11	9	9	10	10
0	1	0	3	5	5	10	10	9	10	10	10	10	10	10
0	1	1	1	3	3	6	8	8	9	10	10	10	10	10
0	2	1	1	3	5	5	8	5	9	10	10	10	11	11
2	5	14	5	9	7	10	9	14	10	10	16	16	16	16
0	1	1	1	1	1	3	3	11	5	14	3	5	10	7
0	1	3	3	3	5	9	9	9	10	10	10	11	5	12
1	1	1	5	5	11	8	9	10	7	9	16	16	16	16
0	1	1	5	3	3	5	6	6	9	9	10	10	11	14
0	2	5	9	9	9	10	10	10	12	14	13	14	6	16
0	3	3	7	6	9	9	9	10	10	10	9	12	14	14
0	5	5	9	9	9	10	8	10	12	10	16	16	16	14
1	1	3	3	9	9	9	10	10	10	12	12	14	16	14
1	1	11	11	5	9	4	7	9	9	10	9	16	16	16
2	1	3	3	3	6	14	14	9	9	10	10	14	11	14
2	1	1	3	5	5	9	10	9	10	10	13	16	13	16
0	14	5	7	6	9	9	10	10	11	12	14	14	16	16
0	3	14	5	5	5	5	8	10	10	10	10	10	10	10
0	3	1	3	3	5	5	5	5	10	9	10	14	12	13
2	0	1	1	1	1	3	6	5	5	9	9	6	10	10
0	1	1	1	3	3	5	5	9	8	10	10	9	10	10
